City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Nynäshamn,58.9034,17.9479,51.17,83,100,21.65,SE,1668130770
353,Kavaratti,10.5669,72.642,81.97,68,100,9.8,IN,1668130770
354,Neu-Anspach,50.3167,8.5,45.82,85,57,3.02,DE,1668130771
355,Souillac,-20.5167,57.5167,71.98,83,20,3.44,MU,1668130771
356,Seymchan,62.8833,152.4333,-15.14,98,99,0.89,RU,1668130771
357,Kulhudhuffushi,6.6221,73.07,81.1,72,100,4.05,MV,1668130772
358,Khalkhāl,37.6189,48.5258,40.46,93,97,3.71,IR,1668130772
359,Itarema,-2.9248,-39.9167,79.16,75,4,13.22,BR,1668130772
360,Nouadhibou,20.931,-17.0347,69.55,84,86,11.16,MR,1668130773
361,Lincoln,40.8,-96.667,35.51,61,0,16.11,US,1668130573
362,Gómez Plata,6.6818,-75.2191,56.34,99,99,3.38,CO,1668130773
363,San Cristobal,7.7669,-72.225,71.78,98,90,2.98,VE,1668130773
364,Yar-Sale,66.8333,70.8333,8.74,97,100,9.19,RU,1668130774
365,Tocopilla,-22.092,-70.1979,63.86,71,22,3.56,CL,1668130774
366,Meulaboh,4.1363,96.1285,76.78,87,100,4.18,ID,1668130774
367,Beloha,-25.1667,45.05,72.16,81,1,3.31,MG,1668130775
368,Camacha,33.0833,-16.3333,63.82,82,20,2.3,PT,1668130775
369,Oakdale,44.963,-92.9649,34.25,81,100,18.41,US,1668130775
370,Severo-Yeniseyskiy,60.3725,93.0408,13.57,97,90,4.07,RU,1668130776
371,Bandrele,-12.9067,45.1914,78.55,78,75,6.91,YT,1668130776
372,Atlantic City,39.3643,-74.4229,62.01,91,100,7.85,US,1668130711
373,Krasnosel'kup,65.7,82.4667,2.08,88,100,10.22,RU,1668130776
374,Doembang Nangbuat,14.8333,100.1,81.05,74,96,8.48,TH,1668130777
375,Viçosa,-20.7539,-42.8819,68.18,94,15,3.78,BR,1668130777
376,Lüderitz,-26.6481,15.1594,55.78,85,0,11.97,NA,1668130777
377,Carnarvon,-24.8667,113.6333,70.11,64,17,16.53,AU,1668130600
378,Muisne,0.6,-80.0333,74.55,78,100,7.11,EC,1668130778
379,Rio Branco,-9.9747,-67.81,74.01,100,75,4.61,BR,1668130778
380,Poronaysk,49.2167,143.1167,35.17,38,3,14.76,RU,1668130778
381,Novikovo,51.1537,37.8879,36.61,90,53,6.85,RU,1668130779
382,Nanning,22.8167,108.3167,73.85,71,38,10.22,CN,1668130779
383,Tisovec,48.6774,19.9436,39.07,89,86,4.07,SK,1668130779
384,Cooma,-36.2333,149.1333,59.25,82,100,6.42,AU,1668130779
385,Ingham,42.6,-84.3833,63.63,59,0,9.22,US,1668130780
386,Chennai,13.0878,80.2785,75.18,94,100,8.05,IN,1668130698
387,Arraial do Cabo,-22.9661,-42.0278,70.77,90,38,3.71,BR,1668130780
388,Chiautla,19.5333,-98.8833,71.37,35,0,3.96,MX,1668130780
389,Poum,-20.2333,164.0167,76.8,71,98,12.24,NC,1668130781
390,Geraldton,-28.7667,114.6,63.01,67,100,14.97,AU,1668130781
391,Bengkulu,-3.8004,102.2655,76.42,90,100,1.66,ID,1668130781
392,San Vicente,-26.6167,-54.1333,61.02,99,100,4.23,AR,1668130782
393,Henties Bay,-22.116,14.2845,57.52,92,0,4.9,NA,1668130782
394,Abbeville,50.1,1.8333,51.76,90,95,8.08,FR,1668130782
395,Puerto Maldonado,-12.6,-69.1833,73.15,99,100,2.37,PE,1668130782
396,Buin,-33.7333,-70.75,62.74,77,100,1.9,CL,1668130783
397,Saurimo,-9.6608,20.3916,62.96,99,100,1.28,AO,1668130783
398,Kununurra,-15.7667,128.7333,93.18,55,40,6.91,AU,1668130735
399,Sarangani,5.4033,125.4636,80.46,76,100,14.36,PH,1668130784
400,Chapais,49.7834,-74.8492,29.98,94,100,5.46,CA,1668130784
401,Winnemucca,40.973,-117.7357,33.85,60,0,3.44,US,1668130784
402,Matamoros,25.5333,-103.25,80.71,21,20,6.91,MX,1668130785
403,Barcelos,41.5388,-8.6151,59.14,84,75,4.52,PT,1668130785
404,Shetpe,44.1667,52.1167,39.18,64,100,6.02,KZ,1668130785
405,Igrim,63.1906,64.4162,24.46,94,100,8.05,RU,1668130785
406,Bull Savanna,17.8868,-77.5902,74.95,84,85,5.86,JM,1668130786
407,Sayyan,15.1718,44.3244,48.99,36,6,3.76,YE,1668130786
408,Indramayu,-6.3264,108.32,83.05,71,100,0.94,ID,1668130787
409,Takhli,15.2634,100.3438,80.74,72,97,7.02,TH,1668130787
410,Valentín Gómez Farías,28.2167,-106.5833,58.86,36,81,10.96,MX,1668130787
411,Zhezkazgan,47.8043,67.7144,26.58,86,100,4.47,KZ,1668130788
412,General Roca,-39.0333,-67.5833,67.62,23,100,10.51,AR,1668130788
413,Caloundra,-26.8,153.1333,75.88,63,75,6.02,AU,1668130788
414,Snåase,64.2457,12.3778,51.21,99,100,5.73,NO,1668130789
415,Moramanga,-18.9333,48.2,57.97,99,31,1.36,MG,1668130789
416,Pinyug,60.251,47.7842,41.76,96,100,7.43,RU,1668130789
417,Tuatapere,-46.1333,167.6833,69.17,46,0,6.44,NZ,1668130790
418,Oktyabr'skoye,43.0645,44.7417,41.14,81,2,4.47,RU,1668130790
419,Arrondissement du Havre,49.5833,0.3333,51.57,93,20,10.36,FR,1668130790
420,Alanib,8.0278,124.9861,73.24,78,97,3.02,PH,1668130790
421,Amapá,1.0,-52.0,70.45,86,97,2.06,BR,1668130791
422,Ţahţā,26.7693,31.5021,61.18,46,0,7.72,EG,1668130791
423,Bonavista,48.6499,-53.1147,38.19,87,100,13.53,CA,1668130791
424,San Andrés,12.5847,-81.7006,82.42,74,75,3.44,CO,1668130792
425,Ho Chi Minh City,10.75,106.6667,84.22,84,20,3.44,VN,1668130792
426,Biak,-0.9131,122.8766,84.2,65,100,1.79,ID,1668130792
427,Banjar,-8.19,114.9675,86.95,62,100,1.7,ID,1668130793
428,Dourdan,48.5277,2.0111,49.33,91,88,6.08,FR,1668130793
429,Tautira,-17.7333,-149.15,76.62,85,44,8.39,PF,1668130793
430,Belém,-1.4558,-48.5044,78.84,89,0,3.44,BR,1668130758
431,Provost,52.3501,-110.2683,-5.35,99,21,5.95,CA,1668130794
432,Mocuba,-16.8392,36.9856,72.57,88,99,3.62,MZ,1668130794
433,Bodden Town,19.2833,-81.25,80.6,76,20,3.44,KY,1668130794
434,Venice,27.0998,-82.4543,75.18,93,99,3.0,US,1668130511
435,Tura,25.5198,90.2201,69.49,79,0,2.37,IN,1668130794
436,San Fernando del Valle de Catamarca,-28.4696,-65.7852,76.59,64,4,14.85,AR,1668130795
437,Saint Anthony,45.0205,-93.218,33.75,81,100,19.57,US,1668130795
438,Zyryanka,65.75,150.85,-11.2,98,100,3.89,RU,1668130795
439,Tazmalt,36.3868,4.3989,62.65,83,100,2.84,DZ,1668130796
440,Kuusamo,65.9667,29.1833,26.64,100,100,6.91,FI,1668130796
441,Bustamante,26.5333,-100.5,75.07,72,6,7.85,MX,1668130796
442,Ambilobe,-13.2,49.05,69.31,78,61,4.38,MG,1668130797
443,Najrān,17.4924,44.1277,61.45,28,1,2.39,SA,1668130797
444,Padang,-0.9492,100.3543,77.05,80,94,3.02,ID,1668130797
445,Zaysan,47.4667,84.8667,28.42,58,95,0.74,KZ,1668130797
446,Nantucket,41.2835,-70.0995,60.94,85,8,21.85,US,1668130669
447,Riverton,40.5219,-111.9391,33.04,63,0,4.0,US,1668130798
448,Stornoway,58.2093,-6.3865,53.56,93,75,10.36,GB,1668130798
449,Charlestown,-32.95,151.6667,75.81,61,100,5.01,AU,1668130798
450,Anori,-3.7728,-61.6442,78.89,76,100,2.48,BR,1668130799
451,Grover Beach,35.1216,-120.6213,59.58,58,1,5.99,US,1668130799
452,Keti Bandar,24.1447,67.4497,77.76,67,5,7.61,PK,1668130799
453,Hofn,64.2539,-15.2082,42.66,82,100,11.14,IS,1668130800
454,Okmulgee,35.6234,-95.9605,71.71,60,100,11.5,US,1668130800
455,Rocha,-34.4833,-54.3333,57.69,98,31,6.64,UY,1668130801
456,Adrar,20.5022,-10.0711,68.58,13,13,8.52,MR,1668130801
457,Lantawan,10.6167,123.9833,82.09,77,100,7.65,PH,1668130801
458,Lahaina,20.8783,-156.6825,84.2,76,3,16.2,US,1668130540
459,Maralal,1.0968,36.698,56.52,86,83,4.76,KE,1668130802
460,Valdosta,30.8327,-83.2785,69.75,94,100,21.85,US,1668130802
461,Kimbe,-5.5502,150.1429,76.48,95,100,0.94,PG,1668130803
462,Shaoxing,30.011,120.5715,73.35,77,64,3.62,CN,1668130803
463,Bentiu,9.2333,29.8333,70.77,36,96,2.26,SS,1668130804
464,Andros Town,24.7,-77.7667,76.96,75,99,14.61,BS,1668130804
465,Wau,7.7029,27.9953,71.78,60,98,3.74,SS,1668130805
466,Trairi,-3.2778,-39.2689,78.66,76,5,10.07,BR,1668130805
467,Saint-Leu,-21.15,55.2833,75.96,83,19,1.86,RE,1668130805
468,Bataiporã,-22.2953,-53.2711,78.53,38,100,5.5,BR,1668130806
469,Vuktyl,63.8567,57.3094,32.74,97,100,7.38,RU,1668130806
470,Ambon City,-3.6954,128.1814,87.94,70,40,4.61,ID,1668130807
471,Ulaangom,49.9811,92.0667,17.44,74,62,2.46,MN,1668130807
472,Richards Bay,-28.783,32.0377,67.73,87,94,3.85,ZA,1668130807
473,Grand Gaube,-20.0064,57.6608,72.0,75,27,5.01,MU,1668130808
474,Port Moresby,-9.4431,147.1797,89.02,51,40,17.27,PG,1668130808
475,Port Hardy,50.6996,-127.4199,41.18,81,100,23.02,CA,1668130635
476,Uppsala County,60.0,17.75,53.04,87,100,14.97,SE,1668130809
477,Dharmadam,11.7833,75.4333,77.07,75,22,6.62,IN,1668130809
478,Wenatchee,47.4235,-120.3103,35.98,80,20,5.75,US,1668130810
479,Yining,29.0361,114.5636,73.69,61,99,0.87,CN,1668130810
480,Naze,28.3667,129.4833,76.12,77,32,15.35,JP,1668130810
481,Santa Ana,33.7456,-117.8678,64.96,55,0,4.61,US,1668130607
482,Limbang,4.75,115.0,78.91,98,100,2.1,MY,1668130811
483,Rwamagana,-1.9487,30.4347,62.04,94,100,1.39,RW,1668130812
484,Alofi,-19.0595,-169.9187,84.09,70,75,11.5,NU,1668130812
485,Urdoma,61.7533,48.5442,33.37,99,100,1.41,RU,1668130812
486,Grandview,38.8858,-94.533,43.95,93,100,14.97,US,1668130813
487,Juneau,58.3019,-134.4197,34.11,97,100,10.36,US,1668130813
488,Russell,32.3502,-85.1999,64.0,94,100,10.36,US,1668130813
489,Kahului,20.8947,-156.47,84.22,65,40,16.11,US,1668130814
490,Saravan,39.7196,45.6483,37.36,95,100,3.15,AM,1668130814
491,Faxinal,-24.0003,-51.3194,65.77,62,100,4.27,BR,1668130815
492,Ovalle,-30.5983,-71.2003,60.01,73,100,4.03,CL,1668130640
493,Khandagayty,50.7333,92.05,12.54,95,100,3.4,RU,1668130815
494,Sandpoint,48.2766,-116.5533,30.02,81,75,0.0,US,1668130784
495,Bam,29.106,58.357,59.97,34,13,0.02,IR,1668130815
496,Shache,38.4167,77.2406,36.93,45,5,3.24,CN,1668130816
497,Rāwah,34.4816,41.9093,65.26,49,90,3.89,IQ,1668130816
498,Tarancón,40.0085,-3.0073,47.41,80,3,6.69,ES,1668130817
499,Los Llanos de Aridane,28.6585,-17.9182,67.75,72,75,8.01,ES,1668130817
500,Vardø,70.3705,31.1107,35.58,87,100,14.97,NO,1668130817
501,Kodīnar,20.7903,70.7031,75.09,46,64,9.86,IN,1668130818
502,Alanya,36.5438,31.9998,55.53,47,0,6.62,TR,1668130695
503,Palmares do Sul,-30.2578,-50.5097,64.18,88,100,8.99,BR,1668130818
504,Luganville,-15.5333,167.1667,85.14,72,60,9.51,VU,1668130818
505,Champawat,29.3333,80.1,45.03,74,0,5.37,IN,1668130819
506,Puerto Ayacucho,5.6639,-67.6236,76.41,88,100,4.14,VE,1668130819
507,Aswān,24.0934,32.907,65.5,42,0,5.75,EG,1668130819
508,Lima,-12.0432,-77.0282,64.9,77,0,18.41,PE,1668130636
509,Acajutla,13.5928,-89.8275,77.88,81,8,5.77,SV,1668130820
510,Eureka,40.8021,-124.1637,49.24,93,100,3.51,US,1668130619
511,Udachny,66.4167,112.4,-20.67,100,80,4.81,RU,1668130820
512,Bayan,46.0833,127.4,41.7,54,100,7.94,CN,1668130820
513,Ichinoseki,38.9167,141.1333,59.14,48,0,1.95,JP,1668130821
514,Périgueux,45.1833,0.7167,47.97,91,2,4.45,FR,1668130821
515,Payakumbuh,-0.2202,100.6308,75.33,87,100,0.98,ID,1668130821
516,Sandy Bay,-42.913,147.3532,72.3,84,59,1.01,AU,1668130821
517,Havelock,34.8791,-76.9013,73.38,90,100,8.05,US,1668130822
518,Māngrol,21.1167,70.1167,76.15,48,65,10.27,IN,1668130822
519,Rundu,-17.9333,19.7667,70.83,64,100,9.86,NA,1668130822
520,Redcar,54.6166,-1.06,60.08,62,100,21.0,GB,1668130823
521,Porto Velho,-8.7619,-63.9039,77.05,78,0,2.3,BR,1668130823
522,Oyama,36.3,139.8,62.58,34,0,1.3,JP,1668130823
523,Toktogul,41.8708,72.9402,32.05,49,100,3.85,KG,1668130824
524,Lakes Entrance,-37.8811,147.981,74.16,86,58,4.07,AU,1668130824
525,Vologda,59.2187,39.8886,43.74,97,100,6.13,RU,1668130610
526,Laguna,38.421,-121.4238,55.69,63,0,4.61,US,1668130824
527,Nuuk,64.1835,-51.7216,20.01,73,100,10.0,GL,1668130697
528,Mount Isa,-20.7333,139.5,91.17,38,5,11.5,AU,1668130825
529,Haines Junction,60.7522,-137.5108,24.75,86,100,1.14,CA,1668130825
530,Yerbogachën,61.2767,108.0108,2.35,93,50,6.24,RU,1668130825
531,Januária,-15.4833,-44.3667,72.9,82,84,1.92,BR,1668130826
532,Ulaanbaatar,47.9077,106.8832,15.93,86,40,2.24,MN,1668130826
533,Lukovetskiy,64.2956,41.9211,32.65,99,100,2.98,RU,1668130826
534,Bermeo,43.4209,-2.7215,53.49,67,0,7.56,ES,1668130827
535,Fort Nelson,58.8053,-122.7002,6.94,89,75,2.3,CA,1668130827
536,Guanagazapa,14.2253,-90.6433,79.66,95,21,4.5,GT,1668130827
537,Lishui,28.4604,119.9103,77.18,74,21,2.46,CN,1668130828
538,Wu’an,31.6836,112.0044,67.42,62,60,8.16,CN,1668130828
539,Itaituba,-4.2761,-55.9836,76.53,78,66,1.79,BR,1668130828
540,Porto Seguro,-16.4497,-39.0647,77.52,88,40,9.22,BR,1668130828
541,Dibulla,11.2725,-73.3091,76.57,89,98,2.68,CO,1668130829
542,Sitka,57.0531,-135.33,42.69,61,100,17.27,US,1668130829
543,Miles City,46.4083,-105.8406,11.37,85,100,6.91,US,1668130829
544,Karratha,-20.7377,116.8463,81.19,32,0,12.77,AU,1668130830
545,Campbeltown,55.4258,-5.6076,59.05,87,100,24.29,GB,1668130830
546,Taywarah,33.35,64.4167,32.14,76,10,1.45,AF,1668130830
547,Great Falls,47.5002,-111.3008,13.39,82,0,11.5,US,1668130830
548,Zilair,52.2332,57.4392,30.0,98,100,8.68,RU,1668130831
549,Yeppoon,-23.1333,150.7333,80.38,52,1,11.45,AU,1668130831
550,Nālūt,30.3333,10.85,57.67,49,4,11.27,LY,1668130831
551,Guaymas,27.9333,-110.9,67.46,56,51,12.39,MX,1668130832
552,Valleyview,55.0667,-117.2859,10.44,85,6,4.61,CA,1668130832
553,Prachuap Khiri Khan,12.2167,99.75,78.58,69,99,5.55,TH,1668130832
554,Key West,24.5557,-81.7826,84.2,78,0,10.36,US,1668130833
555,Atar,20.5169,-13.0499,76.62,15,51,6.11,MR,1668130833
556,Rovenki,48.0833,39.3776,37.15,92,76,5.39,UA,1668130833
557,Djambala,-2.5447,14.7533,65.25,97,100,5.57,CG,1668130834
558,São José da Coroa Grande,-8.8978,-35.1478,76.39,86,1,2.71,BR,1668130834
559,Inhambane,-23.865,35.3833,75.56,90,44,7.29,MZ,1668130834
560,Supe,-10.8,-77.7333,63.68,83,62,7.72,PE,1668130834
561,Puerto Baquerizo Moreno,-0.9,-89.6,66.54,79,90,11.45,EC,1668130835
562,Praia,14.9215,-23.5087,77.54,73,20,11.5,CV,1668130835
563,Upington,-28.4478,21.2561,73.78,23,0,6.91,ZA,1668130835
564,Mitzic,0.7821,11.549,65.48,99,100,2.06,GA,1668130836
565,Abhar,36.1468,49.218,40.3,87,23,1.92,IR,1668130836
566,Bushehr,28.9684,50.8385,77.09,61,75,0.0,IR,1668130836
567,Mmathubudukwane,-24.6,26.4333,68.52,75,39,14.12,BW,1668130836
568,Jamnagar,22.4667,70.0667,76.68,48,7,9.22,IN,1668130837
